+--------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------------------------+-------------------+
| substance_id | substance_name                                                                                                                                                                                                                              | allergic_patients_count | medications_count |
|         1941 | Liquid Extract From Artemisia Absinthium Herb (Der 1:1.7-2.2)                                                                                                                                                                               |                       0 |                 1 |
|         5308 | Liquid Extract From Boldo Leaf                                                                                                                                                                                                              |                       0 |                 1 |
|         5325 | Liquid Extract From Calendula Flower (1: 1)                                                                                                                                                                                                 |                       0 |                 1 |
|          492 | Liquid Extract From Centaurea Benedicta Herb (Der 1:1.7-2.2)                                                                                                                                                                                |                       0 |                 1 |
|         1038 | Liquid Extract From Cimicifugae Rhizoma (0.78-1.14:1)                                                                                                                                                                                       |                       0 |                 1 |
|          152 | Liquid Extract From Cola (1:1)                                                                                                                                                                                                              |                       0 |                 1 |
|         6839 | Liquid Extract From Fresh Drosera Rotundifolia (Der: 1:1-2)                                                                                                                                                                                 |                       0 |                 1 |
|        10406 | Liquid Extract From Fresh Pulsatilla Vulgaris (Der 1: 2-3)                                                                                                                                                                                  |                       0 |                 1 |
|         2050 | Liquid Extract From Fresh Purple Coneflower Herb (Der 1:12)                                                                                                                                                                                 |                       0 |                 1 |
|        12930 | Liquid Extract From Fresh Purple Coneflower Herb Corresponding To 222-406 Mg Of Fresh Purple Solhatt                                                                                                                                        |                       0 |                 1 |
|         7052 | Liquid Extract From Fresh Purple Coneflower Root (Der 1:11)                                                                                                                                                                                 |                       0 |                 1 |
|          648 | Liquid Extract From Fresh Purple Coneflower Root Corresponding To 15-21 Mg Of Fresh Purple Solhatt Root                                                                                                                                     |                       0 |                 1 |
|         9021 | Liquid Extract From Fresh Sage Leaf (Der 1:17)                                                                                                                                                                                              |                       0 |                 1 |
|         4055 | Liquid Extract From Greater Celandine (1:1)                                                                                                                                                                                                 |                       0 |                 1 |
|         1485 | Liquid Extract From Hawthorn Berry And Hawthorn Leaf With Flower (1:1)                                                                                                                                                                      |                       0 |                 1 |
|         6161 | Liquid Extract From Hawthorn Fruit                                                                                                                                                                                                          |                       0 |                 1 |
|        11752 | Liquid Extract From Hawthorn Fruit And Valerian Root (1:1)                                                                                                                                                                                  |                       0 |                 1 |
|        12324 | Liquid Extract From Hawthorn Leaf And Flower (1:2)                                                                                                                                                                                          |                       0 |                 1 |
|         3937 | Liquid Extract From Hop Strobile (1:12-13)                                                                                                                                                                                                  |                       0 |                 1 |
|          137 | Liquid Extract From Hop Strobile (Equivalent To 145-220 Mg Of Hop Strobile)                                                                                                                                                                 |                       0 |                 1 |
|         7473 | Liquid Extract From Horse-Chestnut Fruit (1:1)                                                                                                                                                                                              |                       0 |                 1 |
|          702 | Liquid Extract From Ipecacuanha Root (Der: 1:9-10)                                                                                                                                                                                          |                       0 |                 1 |
|         6607 | Liquid Extract From Marshmallow Root                                                                                                                                                                                                        |                       0 |                 1 |
|         1330 | Liquid Extract From Matricaria Flower (1: 1)                                                                                                                                                                                                |                       0 |                 1 |
|         4763 | Liquid Extract From Mullein Flower (0.5-1:1)                                                                                                                                                                                                |                       0 |                 1 |
|        10835 | Liquid Extract From Nettle Herb (1:1)                                                                                                                                                                                                       |                       0 |                 1 |
|        11303 | Liquid Extract From Pale Coneflower Root (1:3.5-6.5)                                                                                                                                                                                        |                       0 |                 1 |
|         2988 | Liquid Extract From Passiflora Incarnata Herb (2:1)                                                                                                                                                                                         |                       0 |                 1 |
|         7357 | Liquid Extract From Pelargonium Sidoides Root (Der 1:8-10)                                                                                                                                                                                  |                       0 |                 1 |
|        10969 | Liquid Extract From Pinus Sylvestris Shoots (Der 1:1.6)                                                                                                                                                                                     |                       0 |                 1 |
|         3309 | Liquid Extract From Potentilla Anserina Herb (Der 1:1.7-2.2)                                                                                                                                                                                |                       0 |                 1 |
|        11861 | Liquid Extract From Thyme (1:1)                                                                                                                                                                                                             |                       0 |                 1 |
|        10702 | Liquid Extract From Thyme (1:2)                                                                                                                                                                                                             |                       0 |                 1 |
|         5933 | Liquid Extract From Thyme (1:3)                                                                                                                                                                                                             |                       0 |                 1 |
|        12996 | Liquid Extract From Thyme (Der 1:2-3)                                                                                                                                                                                                       |                       0 |                 1 |
|        11668 | Liquid Extract From Thyme (Der 1:2)                                                                                                                                                                                                         |                       0 |                 1 |
|         6143 | Liquid Extract From Valerian Root (Equivalent To 160-270 Mg Of Valerian Root)                                                                                                                                                               |                       0 |                 1 |
|         7080 | Liquid Extract From Valerian Root/ Angelica Root/ Melissa Leaf/ Hop Strobile/ Lavender Flower (6/4/5/2/3) 1:2                                                                                                                               |                       0 |                 1 |
|         2787 | Liquid Extract Of Allium Cepa Bulb (1:6)                                                                                                                                                                                                    |                       0 |                 1 |
|         6304 | Liquid Extract Of Arnica Flower (Der 1:20)                                                                                                                                                                                                  |                       0 |                 1 |
|        12712 | Liquid Extract Of Camomile Flower (1:1)                                                                                                                                                                                                     |                       0 |                 1 |
|        12247 | Liquid Extract Of Caraway Fruit (1:2)                                                                                                                                                                                                       |                       0 |                 1 |
|         7670 | Liquid Extract Of Chamomile Flower (1:1-2)                                                                                                                                                                                                  |                       0 |                 1 |
|         7417 | Liquid Extract Of Dandelion Herb With Root                                                                                                                                                                                                  |                       0 |                 1 |
|         7766 | Liquid Extract Of Gentian Root (1:2.5-3.5)                                                                                                                                                                                                  |                       0 |                 1 |
|          331 | Liquid Extract Of Hamamelis Leaf (0.8 -1.0:1)                                                                                                                                                                                               |                       0 |                 1 |
|         5632 | Liquid Extract Of Hedera Helix Leaf                                                                                                                                                                                                         |                       0 |                 1 |
|         5929 | Liquid Extract Of Matricaria Flower (Der 1:2)                                                                                                                                                                                               |                       0 |                 1 |
|        12990 | Liquid Extract Of Milk Thistle Fruit (1 : 2.5 - 3.5)                                                                                                                                                                                        |                       0 |                 1 |
|        13237 | Liquid Extract Of Mixture Of Pine Sprout                                                                                                                                                                                                    |                       0 |                 1 |
|        11077 | Liquid Extract Of Passionflower Herb (1:6-10)                                                                                                                                                                                               |                       0 |                 1 |
|         6588 | Liquid Extract Of Peppermint Leaf (1:2)                                                                                                                                                                                                     |                       0 |                 1 |
|         8623 | Liquid Extract Of Ribwort Plantain (1:3)                                                                                                                                                                                                    |                       0 |                 1 |
|         2471 | Liquid Extract Of Ribwort Plantain Leaf (1:1-2)                                                                                                                                                                                             |                       0 |                 1 |
|         1501 | Liquid Extract Of Squilla Maritima Bulb (1:1)                                                                                                                                                                                               |                       0 |                 1 |
|         6234 | Liquid Extract Of The Guarea Rusbyi Bark (2:1)                                                                                                                                                                                              |                       0 |                 1 |
|        12849 | Liquid Extract Of Thyme (1:3.45-3.85)                                                                                                                                                                                                       |                       0 |                 1 |
|         6205 | Liquid Extract Of Valerian Root (1:10)                                                                                                                                                                                                      |                       0 |                 1 |
|        11246 | Liquid Extract With Sugar (1:1) From 0                                                                                                                                                                                                      |                       0 |                 1 |
|        11967 | Liquid Paraffin Ph. Eur                                                                                                                                                                                                                     |                       0 |                 1 |
|         2116 | Liquorice Root Powder                                                                                                                                                                                                                       |                       0 |                 1 |
|         6486 | Lisdexamfetamine Dibesilate                                                                                                                                                                                                                 |                       0 |                 1 |
|         6204 | Lisocabtagene Maraleucel                                                                                                                                                                                                                    |                       0 |                 1 |
|         9229 | Lithium Benzoicum D3                                                                                                                                                                                                                        |                       0 |                 1 |
|          910 | Lithium Carbonicum D6                                                                                                                                                                                                                       |                       0 |                 1 |
|         7640 | Lithium Carbonicum Dil. D3                                                                                                                                                                                                                  |                       0 |                 1 |
|          939 | Lithium Carbonicum Dil. D4                                                                                                                                                                                                                  |                       0 |                 1 |
|         9459 | Lithium Chloratum D12                                                                                                                                                                                                                       |                       0 |                 1 |
|         4104 | Lithium Muriaticum D6                                                                                                                                                                                                                       |                       0 |                 1 |
|        12156 | Lithium Muriaticum Trit. D6                                                                                                                                                                                                                 |                       0 |                 1 |
|        10821 | Lithium Sulphate                                                                                                                                                                                                                            |                       0 |                 1 |
|         6374 | Litsea Cubeba Fruit                                                                                                                                                                                                                         |                       0 |                 1 |
|        10857 | Live Attenuated Connaught Strain                                                                                                                                                                                                            |                       0 |                 1 |
|         6685 | Lixisenatide                                                                                                                                                                                                                                |                       0 |                 1 |
|         5033 | Lobaria Pulmonaria D15                                                                                                                                                                                                                      |                       0 |                 1 |
|         4991 | Lobaria Pulmonaria Dil. D12                                                                                                                                                                                                                 |                       0 |                 1 |
|         1965 | Lobaria Pulmonaria Dil. D15                                                                                                                                                                                                                 |                       0 |                 1 |
|         7006 | Lobaria Pulmonaria Dil. D7                                                                                                                                                                                                                  |                       0 |                 1 |
|         2759 | Lobaria Pulmonaria Trit. D3                                                                                                                                                                                                                 |                       0 |                 1 |
|         5743 | Lobelia Inflata C5                                                                                                                                                                                                                          |                       0 |                 1 |
|        11276 | Lobelia Inflata Dil. D1                                                                                                                                                                                                                     |                       0 |                 1 |
|         3902 | Lobelia Inflata Dil. D2                                                                                                                                                                                                                     |                       0 |                 1 |
|         8661 | Lobelia Inflata Mother Tincture                                                                                                                                                                                                             |                       0 |                 1 |
|         1793 | Lodoxamide                                                                                                                                                                                                                                  |                       0 |                 1 |
|         7221 | Lodoxamide Trometamol                                                                                                                                                                                                                       |                       0 |                 1 |
|         5352 | Lofepramine                                                                                                                                                                                                                                 |                       0 |                 1 |
|         5607 | Lomitapide                                                                                                                                                                                                                                  |                       0 |                 1 |
|         9186 | Lonafarnib                                                                                                                                                                                                                                  |                       0 |                 1 |
|        12640 | Lonapegsomatropin                                                                                                                                                                                                                           |                       0 |                 1 |
|         9517 | Loncastuximab Tesirine                                                                                                                                                                                                                      |                       0 |                 1 |
|          797 | Lonoctocog Alfa                                                                                                                                                                                                                             |                       0 |                 1 |
|          339 | Loperamide Hydrochloride Bp                                                                                                                                                                                                                 |                       0 |                 1 |
|        10884 | Lorazepam Pivalate                                                                                                                                                                                                                          |                       0 |                 1 |
|         1518 | Lorlatinib                                                                                                                                                                                                                                  |                       0 |                 1 |
|         5192 | Luffa Operculata                                                                                                                                                                                                                            |                       0 |                 1 |
|        10356 | Luffa Operculata D 4                                                                                                                                                                                                                        |                       0 |                 1 |
|        10197 | Luffa Operculata D15                                                                                                                                                                                                                        |                       0 |                 1 |
|         4633 | Luffa Operculata D30                                                                                                                                                                                                                        |                       0 |                 1 |
|         2621 | Luffa Operculata D5                                                                                                                                                                                                                         |                       0 |                 1 |
|         2680 | Luffa Operculata D8                                                                                                                                                                                                                         |                       0 |                 1 |
|         3772 | Luffa Operculata Dil. D30                                                                                                                                                                                                                   |                       0 |                 1 |
|        13315 | Luffa Operculata Trit. D3                                                                                                                                                                                                                   |                       0 |                 1 |
|         8867 | Lumacaftor                                                                                                                                                                                                                                  |                       0 |                 1 |
|        12717 | Lumasiran                                                                                                                                                                                                                                   |                       0 |                 1 |
|         5476 | Lupeol And Oleanolic Acid                                                                                                                                                                                                                   |                       0 |                 1 |
|         2861 | Lupuli Flos Dry Alcoholic Extract                                                                                                                                                                                                           |                       0 |                 1 |
|        13704 | Lupuli Flos Pulverata                                                                                                                                                                                                                       |                       0 |                 1 |
|         9334 | Lupuli Strobilus                                                                                                                                                                                                                            |                       0 |                 1 |
|         1407 | Lupulinum D2                                                                                                                                                                                                                                |                       0 |                 1 |
|         2127 | Luspatercept                                                                                                                                                                                                                                |                       0 |                 1 |
|         6072 | Lutein                                                                                                                                                                                                                                      |                       0 |                 1 |
|          843 | Lutetium (177lu) Oxodotreotide                                                                                                                                                                                                              |                       0 |                 1 |
|         7995 | Lutetium (177lu) Vipivotide Tetraxetan                                                                                                                                                                                                      |                       0 |                 1 |
|        10293 | Lutetium Lu-177                                                                                                                                                                                                                             |                       0 |                 1 |
|           88 | Lycopene                                                                                                                                                                                                                                    |                       0 |                 1 |
|         4792 | Lycopodium                                                                                                                                                                                                                                  |                       0 |                 1 |
|         5803 | Lycopodium Clavatum D 4                                                                                                                                                                                                                     |                       0 |                 1 |
|          662 | Lycopodium Clavatum D28                                                                                                                                                                                                                     |                       0 |                 1 |
|         4339 | Lycopodium Clavatum D8                                                                                                                                                                                                                      |                       0 |                 1 |
|         2288 | Lycopodium Clavatum Dil D 11                                                                                                                                                                                                                |                       0 |                 1 |
|         7702 | Lycopodium Clavatum Dil D1                                                                                                                                                                                                                  |                       0 |                 1 |
|        12114 | Lycopodium Clavatum Dil. D20                                                                                                                                                                                                                |                       0 |                 1 |
|         1284 | Lycopodium Clavatum Dil. D8                                                                                                                                                                                                                 |                       0 |                 1 |
|        13578 | Lycopodium Clavatum Mother Tincture                                                                                                                                                                                                         |                       0 |                 1 |
|        10212 | Lycopodium Clavatum Trit. D6                                                                                                                                                                                                                |                       0 |                 1 |
|         5552 | Lycopodium D 30                                                                                                                                                                                                                             |                       0 |                 1 |
|         1914 | Lycopodium Dil. D2                                                                                                                                                                                                                          |                       0 |                 1 |
|         4099 | Lycopodium Trit. D5                                                                                                                                                                                                                         |                       0 |                 1 |
|        10173 | Lycopus Europaeus Mother Tincture                                                                                                                                                                                                           |                       0 |                 1 |
|        10193 | Lycopus Virginicus D12                                                                                                                                                                                                                      |                       0 |                 1 |
|          450 | Lycopus Virginicus Dil. D1                                                                                                                                                                                                                  |                       0 |                 1 |
|         5692 | Lycopus Virginicus Dil. D10                                                                                                                                                                                                                 |                       0 |                 1 |
|         2569 | Lycopus Virginicus Dil. D30                                                                                                                                                                                                                 |                       0 |                 1 |
|        11503 | Lycopus Virginicus Dil. D4                                                                                                                                                                                                                  |                       0 |                 1 |
|         3063 | Lycopus Virginicus Mother Tincture                                                                                                                                                                                                          |                       0 |                 1 |
|         1230 | Lycosa D5                                                                                                                                                                                                                                   |                       0 |                 1 |
|         8462 | Lysatum Escherichiae Coli                                                                                                                                                                                                                   |                       0 |                 1 |
|         4335 | Lysimachia Nummularia                                                                                                                                                                                                                       |                       0 |                 1 |
|         8688 | Lysine Monohydrochloride                                                                                                                                                                                                                    |                       0 |                 1 |
|        10269 | Lytta Vesicatoria C15                                                                                                                                                                                                                       |                       0 |                 1 |
|         7462 | Lytta Vesicatoria D8                                                                                                                                                                                                                        |                       0 |                 1 |
|         1960 | Lytta Vesicatoria Dil. D3                                                                                                                                                                                                                   |                       0 |                 1 |
|         9688 | Lytta Vesicatoria Dil. D8                                                                                                                                                                                                                   |                       0 |                 1 |
|        13042 | Lytta Vesicatoria Trit. D5                                                                                                                                                                                                                  |                       0 |                 1 |
|         8065 | Macerate From Marshmallow Root                                                                                                                                                                                                              |                       0 |                 1 |
|        12943 | Macerate Of Marshmallow Root (1:6-7)                                                                                                                                                                                                        |                       0 |                 1 |
|         3014 | Macerate Of Marshmallow Root (9:40)                                                                                                                                                                                                         |                       0 |                 1 |
|         9802 | Macrogol                                                                                                                                                                                                                                    |                       0 |                 1 |
|         8800 | Macrogol 200                                                                                                                                                                                                                                |                       0 |                 1 |
|         7289 | Macrogol 400                                                                                                                                                                                                                                |                       0 |                 1 |
